2020-04-18 13:02:02,399 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-04-18 13:02:02,426 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-04-18 13:02:02,427 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-04-18 13:02:02,428 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-04-18 13:02:02,443 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-04-18 13:02:02,443 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-04-18 13:02:02,641 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-04-18 13:02:34,250 INFO  SwAddin.cs: 271 - Assembly export called for file ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,251 INFO  SwAddin.cs: 276 - Save is required
2020-04-18 13:02:34,254 INFO  SwAddin.cs: 290 - Saving assembly
2020-04-18 13:02:34,399 INFO  SwAddin.cs: 293 - Opening property manager
2020-04-18 13:02:34,438 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,532 INFO  ExportHelperExtension.cs: 1142 - Found 37 in ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,533 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,534 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-04-18 13:02:34,835 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-04-18 13:02:34,847 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_CarriageFEA-1
2020-04-18 13:02:34,847 INFO  ExportHelperExtension.cs: 1142 - Found 75 in ARM_GL_CarriageFEA-1
2020-04-18 13:02:34,848 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_CarriageFEA-1
2020-04-18 13:02:34,848 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_VBeamsSimplified-1
2020-04-18 13:02:34,849 INFO  ExportHelperExtension.cs: 1142 - Found 35 in ARM_GL_VBeamsSimplified-1
2020-04-18 13:02:34,849 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_VBeamsSimplified-1
2020-04-18 13:02:34,849 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_LeadScrewSimplified-1
2020-04-18 13:02:34,850 INFO  ExportHelperExtension.cs: 1142 - Found 25 in ARM_GL_LeadScrewSimplified-1
2020-04-18 13:02:34,850 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_LeadScrewSimplified-1
2020-04-18 13:02:34,850 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_ARM1_FEA-1
2020-04-18 13:02:34,851 INFO  ExportHelperExtension.cs: 1142 - Found 28 in ARM_GL_ARM1_FEA-1
2020-04-18 13:02:34,851 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_ARM1_FEA-1
2020-04-18 13:02:34,851 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_ARM2_FEA-1
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1142 - Found 30 in ARM_GL_ARM2_FEA-1
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_ARM2_FEA-1
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1142 - Found 37 in ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ARM_GL_FEASimplified.SLDASM
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-04-18 13:02:34,852 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-04-18 13:02:34,853 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ARM_GL_CarriageFEA-1
2020-04-18 13:02:34,853 INFO  ExportHelperExtension.cs: 1142 - Found 75 in ARM_GL_CarriageFEA-1
2020-04-18 13:02:34,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ARM_GL_CarriageFEA-1
2020-04-18 13:02:34,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ARM_GL_VBeamsSimplified-1
2020-04-18 13:02:34,854 INFO  ExportHelperExtension.cs: 1142 - Found 35 in ARM_GL_VBeamsSimplified-1
2020-04-18 13:02:34,855 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ARM_GL_VBeamsSimplified-1
2020-04-18 13:02:34,855 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ARM_GL_LeadScrewSimplified-1
2020-04-18 13:02:34,855 INFO  ExportHelperExtension.cs: 1142 - Found 25 in ARM_GL_LeadScrewSimplified-1
2020-04-18 13:02:34,856 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ARM_GL_LeadScrewSimplified-1
2020-04-18 13:02:34,856 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ARM_GL_ARM1_FEA-1
2020-04-18 13:02:34,856 INFO  ExportHelperExtension.cs: 1142 - Found 28 in ARM_GL_ARM1_FEA-1
2020-04-18 13:02:34,857 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ARM_GL_ARM1_FEA-1
2020-04-18 13:02:34,857 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ARM_GL_ARM2_FEA-1
2020-04-18 13:02:34,857 INFO  ExportHelperExtension.cs: 1142 - Found 30 in ARM_GL_ARM2_FEA-1
2020-04-18 13:02:34,858 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ARM_GL_ARM2_FEA-1
2020-04-18 13:02:35,982 INFO  SwAddin.cs: 316 - Loading config tree
2020-04-18 13:02:35,987 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-04-18 13:02:35,990 INFO  SwAddin.cs: 321 - Showing property manager
2020-04-18 13:03:25,906 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-04-18 13:06:35,851 INFO  SwAddin.cs: 271 - Assembly export called for file ARM_GL_FEASimplified.SLDASM
2020-04-18 13:06:35,852 INFO  SwAddin.cs: 276 - Save is required
2020-04-18 13:06:35,852 INFO  SwAddin.cs: 290 - Saving assembly
2020-04-18 13:06:36,448 INFO  SwAddin.cs: 293 - Opening property manager
2020-04-18 13:06:36,448 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_FEASimplified.SLDASM
2020-04-18 13:06:36,449 INFO  ExportHelperExtension.cs: 1142 - Found 37 in ARM_GL_FEASimplified.SLDASM
2020-04-18 13:06:36,450 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_FEASimplified.SLDASM
2020-04-18 13:06:36,450 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-04-18 13:06:36,450 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-04-18 13:06:36,451 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_CarriageFEA-1
2020-04-18 13:06:36,452 INFO  ExportHelperExtension.cs: 1142 - Found 75 in ARM_GL_CarriageFEA-1
2020-04-18 13:06:36,454 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_CarriageFEA-1
2020-04-18 13:06:36,454 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_VBeamsSimplified-1
2020-04-18 13:06:36,455 INFO  ExportHelperExtension.cs: 1142 - Found 35 in ARM_GL_VBeamsSimplified-1
2020-04-18 13:06:36,456 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_VBeamsSimplified-1
2020-04-18 13:06:36,456 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_LeadScrewSimplified-1
2020-04-18 13:06:36,456 INFO  ExportHelperExtension.cs: 1142 - Found 25 in ARM_GL_LeadScrewSimplified-1
2020-04-18 13:06:36,457 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_LeadScrewSimplified-1
2020-04-18 13:06:36,457 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_ARM1_FEA-1
2020-04-18 13:06:36,458 INFO  ExportHelperExtension.cs: 1142 - Found 28 in ARM_GL_ARM1_FEA-1
2020-04-18 13:06:36,461 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_ARM1_FEA-1
2020-04-18 13:06:36,461 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ARM_GL_ARM2_FEA-1
2020-04-18 13:06:36,462 INFO  ExportHelperExtension.cs: 1142 - Found 30 in ARM_GL_ARM2_FEA-1
2020-04-18 13:06:36,463 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ARM_GL_ARM2_FEA-1
